# id;timestamp;commentText;codeText;commentWords;codeWords
PathResourceResolver -> public void setAllowedLocations(@Nullable Resource... locations);1500448076;By default when a Resource is found, the path of the resolved resource is_compared to ensure it's under the input location where it was found._However sometimes that may not be the case, e.g. when_{@link org.springframework.web.servlet.resource.CssLinkResourceTransformer}_resolves public URLs of links it contains, the CSS file is the location_and the resources being resolved are css files, images, fonts and others_located in adjacent or parent directories._<p>This property allows configuring a complete list of locations under_which resources must be so that if a resource is not under the location_relative to which it was found, this list may be checked as well._<p>By default {@link ResourceHttpRequestHandler} initializes this property_to match its list of locations._@param locations the list of allowed locations_@since 4.1.2_@see ResourceHttpRequestHandler#initAllowedLocations();public void setAllowedLocations(@Nullable Resource... locations) {_		this.allowedLocations = locations__	};by,default,when,a,resource,is,found,the,path,of,the,resolved,resource,is,compared,to,ensure,it,s,under,the,input,location,where,it,was,found,however,sometimes,that,may,not,be,the,case,e,g,when,link,org,springframework,web,servlet,resource,css,link,resource,transformer,resolves,public,urls,of,links,it,contains,the,css,file,is,the,location,and,the,resources,being,resolved,are,css,files,images,fonts,and,others,located,in,adjacent,or,parent,directories,p,this,property,allows,configuring,a,complete,list,of,locations,under,which,resources,must,be,so,that,if,a,resource,is,not,under,the,location,relative,to,which,it,was,found,this,list,may,be,checked,as,well,p,by,default,link,resource,http,request,handler,initializes,this,property,to,match,its,list,of,locations,param,locations,the,list,of,allowed,locations,since,4,1,2,see,resource,http,request,handler,init,allowed,locations;public,void,set,allowed,locations,nullable,resource,locations,this,allowed,locations,locations
PathResourceResolver -> public void setAllowedLocations(@Nullable Resource... locations);1510251306;By default when a Resource is found, the path of the resolved resource is_compared to ensure it's under the input location where it was found._However sometimes that may not be the case, e.g. when_{@link org.springframework.web.servlet.resource.CssLinkResourceTransformer}_resolves public URLs of links it contains, the CSS file is the location_and the resources being resolved are css files, images, fonts and others_located in adjacent or parent directories._<p>This property allows configuring a complete list of locations under_which resources must be so that if a resource is not under the location_relative to which it was found, this list may be checked as well._<p>By default {@link ResourceHttpRequestHandler} initializes this property_to match its list of locations._@param locations the list of allowed locations_@since 4.1.2_@see ResourceHttpRequestHandler#initAllowedLocations();public void setAllowedLocations(@Nullable Resource... locations) {_		this.allowedLocations = locations__	};by,default,when,a,resource,is,found,the,path,of,the,resolved,resource,is,compared,to,ensure,it,s,under,the,input,location,where,it,was,found,however,sometimes,that,may,not,be,the,case,e,g,when,link,org,springframework,web,servlet,resource,css,link,resource,transformer,resolves,public,urls,of,links,it,contains,the,css,file,is,the,location,and,the,resources,being,resolved,are,css,files,images,fonts,and,others,located,in,adjacent,or,parent,directories,p,this,property,allows,configuring,a,complete,list,of,locations,under,which,resources,must,be,so,that,if,a,resource,is,not,under,the,location,relative,to,which,it,was,found,this,list,may,be,checked,as,well,p,by,default,link,resource,http,request,handler,initializes,this,property,to,match,its,list,of,locations,param,locations,the,list,of,allowed,locations,since,4,1,2,see,resource,http,request,handler,init,allowed,locations;public,void,set,allowed,locations,nullable,resource,locations,this,allowed,locations,locations
PathResourceResolver -> public void setAllowedLocations(@Nullable Resource... locations);1510341686;By default when a Resource is found, the path of the resolved resource is_compared to ensure it's under the input location where it was found._However sometimes that may not be the case, e.g. when_{@link org.springframework.web.servlet.resource.CssLinkResourceTransformer}_resolves public URLs of links it contains, the CSS file is the location_and the resources being resolved are css files, images, fonts and others_located in adjacent or parent directories._<p>This property allows configuring a complete list of locations under_which resources must be so that if a resource is not under the location_relative to which it was found, this list may be checked as well._<p>By default {@link ResourceHttpRequestHandler} initializes this property_to match its list of locations._@param locations the list of allowed locations_@since 4.1.2_@see ResourceHttpRequestHandler#initAllowedLocations();public void setAllowedLocations(@Nullable Resource... locations) {_		this.allowedLocations = locations__	};by,default,when,a,resource,is,found,the,path,of,the,resolved,resource,is,compared,to,ensure,it,s,under,the,input,location,where,it,was,found,however,sometimes,that,may,not,be,the,case,e,g,when,link,org,springframework,web,servlet,resource,css,link,resource,transformer,resolves,public,urls,of,links,it,contains,the,css,file,is,the,location,and,the,resources,being,resolved,are,css,files,images,fonts,and,others,located,in,adjacent,or,parent,directories,p,this,property,allows,configuring,a,complete,list,of,locations,under,which,resources,must,be,so,that,if,a,resource,is,not,under,the,location,relative,to,which,it,was,found,this,list,may,be,checked,as,well,p,by,default,link,resource,http,request,handler,initializes,this,property,to,match,its,list,of,locations,param,locations,the,list,of,allowed,locations,since,4,1,2,see,resource,http,request,handler,init,allowed,locations;public,void,set,allowed,locations,nullable,resource,locations,this,allowed,locations,locations
PathResourceResolver -> public void setAllowedLocations(@Nullable Resource... locations);1521630133;By default when a Resource is found, the path of the resolved resource is_compared to ensure it's under the input location where it was found._However sometimes that may not be the case, e.g. when_{@link org.springframework.web.servlet.resource.CssLinkResourceTransformer}_resolves public URLs of links it contains, the CSS file is the location_and the resources being resolved are css files, images, fonts and others_located in adjacent or parent directories._<p>This property allows configuring a complete list of locations under_which resources must be so that if a resource is not under the location_relative to which it was found, this list may be checked as well._<p>By default {@link ResourceHttpRequestHandler} initializes this property_to match its list of locations._@param locations the list of allowed locations_@since 4.1.2_@see ResourceHttpRequestHandler#initAllowedLocations();public void setAllowedLocations(@Nullable Resource... locations) {_		this.allowedLocations = locations__	};by,default,when,a,resource,is,found,the,path,of,the,resolved,resource,is,compared,to,ensure,it,s,under,the,input,location,where,it,was,found,however,sometimes,that,may,not,be,the,case,e,g,when,link,org,springframework,web,servlet,resource,css,link,resource,transformer,resolves,public,urls,of,links,it,contains,the,css,file,is,the,location,and,the,resources,being,resolved,are,css,files,images,fonts,and,others,located,in,adjacent,or,parent,directories,p,this,property,allows,configuring,a,complete,list,of,locations,under,which,resources,must,be,so,that,if,a,resource,is,not,under,the,location,relative,to,which,it,was,found,this,list,may,be,checked,as,well,p,by,default,link,resource,http,request,handler,initializes,this,property,to,match,its,list,of,locations,param,locations,the,list,of,allowed,locations,since,4,1,2,see,resource,http,request,handler,init,allowed,locations;public,void,set,allowed,locations,nullable,resource,locations,this,allowed,locations,locations
PathResourceResolver -> public void setAllowedLocations(@Nullable Resource... locations);1522103016;By default when a Resource is found, the path of the resolved resource is_compared to ensure it's under the input location where it was found._However sometimes that may not be the case, e.g. when_{@link org.springframework.web.servlet.resource.CssLinkResourceTransformer}_resolves public URLs of links it contains, the CSS file is the location_and the resources being resolved are css files, images, fonts and others_located in adjacent or parent directories._<p>This property allows configuring a complete list of locations under_which resources must be so that if a resource is not under the location_relative to which it was found, this list may be checked as well._<p>By default {@link ResourceHttpRequestHandler} initializes this property_to match its list of locations._@param locations the list of allowed locations_@since 4.1.2_@see ResourceHttpRequestHandler#initAllowedLocations();public void setAllowedLocations(@Nullable Resource... locations) {_		this.allowedLocations = locations__	};by,default,when,a,resource,is,found,the,path,of,the,resolved,resource,is,compared,to,ensure,it,s,under,the,input,location,where,it,was,found,however,sometimes,that,may,not,be,the,case,e,g,when,link,org,springframework,web,servlet,resource,css,link,resource,transformer,resolves,public,urls,of,links,it,contains,the,css,file,is,the,location,and,the,resources,being,resolved,are,css,files,images,fonts,and,others,located,in,adjacent,or,parent,directories,p,this,property,allows,configuring,a,complete,list,of,locations,under,which,resources,must,be,so,that,if,a,resource,is,not,under,the,location,relative,to,which,it,was,found,this,list,may,be,checked,as,well,p,by,default,link,resource,http,request,handler,initializes,this,property,to,match,its,list,of,locations,param,locations,the,list,of,allowed,locations,since,4,1,2,see,resource,http,request,handler,init,allowed,locations;public,void,set,allowed,locations,nullable,resource,locations,this,allowed,locations,locations
PathResourceResolver -> public void setAllowedLocations(@Nullable Resource... locations);1522163099;By default when a Resource is found, the path of the resolved resource is_compared to ensure it's under the input location where it was found._However sometimes that may not be the case, e.g. when_{@link org.springframework.web.servlet.resource.CssLinkResourceTransformer}_resolves public URLs of links it contains, the CSS file is the location_and the resources being resolved are css files, images, fonts and others_located in adjacent or parent directories._<p>This property allows configuring a complete list of locations under_which resources must be so that if a resource is not under the location_relative to which it was found, this list may be checked as well._<p>By default {@link ResourceHttpRequestHandler} initializes this property_to match its list of locations._@param locations the list of allowed locations_@since 4.1.2_@see ResourceHttpRequestHandler#initAllowedLocations();public void setAllowedLocations(@Nullable Resource... locations) {_		this.allowedLocations = locations__	};by,default,when,a,resource,is,found,the,path,of,the,resolved,resource,is,compared,to,ensure,it,s,under,the,input,location,where,it,was,found,however,sometimes,that,may,not,be,the,case,e,g,when,link,org,springframework,web,servlet,resource,css,link,resource,transformer,resolves,public,urls,of,links,it,contains,the,css,file,is,the,location,and,the,resources,being,resolved,are,css,files,images,fonts,and,others,located,in,adjacent,or,parent,directories,p,this,property,allows,configuring,a,complete,list,of,locations,under,which,resources,must,be,so,that,if,a,resource,is,not,under,the,location,relative,to,which,it,was,found,this,list,may,be,checked,as,well,p,by,default,link,resource,http,request,handler,initializes,this,property,to,match,its,list,of,locations,param,locations,the,list,of,allowed,locations,since,4,1,2,see,resource,http,request,handler,init,allowed,locations;public,void,set,allowed,locations,nullable,resource,locations,this,allowed,locations,locations
PathResourceResolver -> public void setAllowedLocations(@Nullable Resource... locations);1522332273;By default when a Resource is found, the path of the resolved resource is_compared to ensure it's under the input location where it was found._However sometimes that may not be the case, e.g. when_{@link org.springframework.web.servlet.resource.CssLinkResourceTransformer}_resolves public URLs of links it contains, the CSS file is the location_and the resources being resolved are css files, images, fonts and others_located in adjacent or parent directories._<p>This property allows configuring a complete list of locations under_which resources must be so that if a resource is not under the location_relative to which it was found, this list may be checked as well._<p>By default {@link ResourceHttpRequestHandler} initializes this property_to match its list of locations._@param locations the list of allowed locations_@since 4.1.2_@see ResourceHttpRequestHandler#initAllowedLocations();public void setAllowedLocations(@Nullable Resource... locations) {_		this.allowedLocations = locations__	};by,default,when,a,resource,is,found,the,path,of,the,resolved,resource,is,compared,to,ensure,it,s,under,the,input,location,where,it,was,found,however,sometimes,that,may,not,be,the,case,e,g,when,link,org,springframework,web,servlet,resource,css,link,resource,transformer,resolves,public,urls,of,links,it,contains,the,css,file,is,the,location,and,the,resources,being,resolved,are,css,files,images,fonts,and,others,located,in,adjacent,or,parent,directories,p,this,property,allows,configuring,a,complete,list,of,locations,under,which,resources,must,be,so,that,if,a,resource,is,not,under,the,location,relative,to,which,it,was,found,this,list,may,be,checked,as,well,p,by,default,link,resource,http,request,handler,initializes,this,property,to,match,its,list,of,locations,param,locations,the,list,of,allowed,locations,since,4,1,2,see,resource,http,request,handler,init,allowed,locations;public,void,set,allowed,locations,nullable,resource,locations,this,allowed,locations,locations
PathResourceResolver -> public void setAllowedLocations(@Nullable Resource... locations);1527623253;By default when a Resource is found, the path of the resolved resource is_compared to ensure it's under the input location where it was found._However sometimes that may not be the case, e.g. when_{@link org.springframework.web.servlet.resource.CssLinkResourceTransformer}_resolves public URLs of links it contains, the CSS file is the location_and the resources being resolved are css files, images, fonts and others_located in adjacent or parent directories._<p>This property allows configuring a complete list of locations under_which resources must be so that if a resource is not under the location_relative to which it was found, this list may be checked as well._<p>By default {@link ResourceHttpRequestHandler} initializes this property_to match its list of locations._@param locations the list of allowed locations_@since 4.1.2_@see ResourceHttpRequestHandler#initAllowedLocations();public void setAllowedLocations(@Nullable Resource... locations) {_		this.allowedLocations = locations__	};by,default,when,a,resource,is,found,the,path,of,the,resolved,resource,is,compared,to,ensure,it,s,under,the,input,location,where,it,was,found,however,sometimes,that,may,not,be,the,case,e,g,when,link,org,springframework,web,servlet,resource,css,link,resource,transformer,resolves,public,urls,of,links,it,contains,the,css,file,is,the,location,and,the,resources,being,resolved,are,css,files,images,fonts,and,others,located,in,adjacent,or,parent,directories,p,this,property,allows,configuring,a,complete,list,of,locations,under,which,resources,must,be,so,that,if,a,resource,is,not,under,the,location,relative,to,which,it,was,found,this,list,may,be,checked,as,well,p,by,default,link,resource,http,request,handler,initializes,this,property,to,match,its,list,of,locations,param,locations,the,list,of,allowed,locations,since,4,1,2,see,resource,http,request,handler,init,allowed,locations;public,void,set,allowed,locations,nullable,resource,locations,this,allowed,locations,locations
PathResourceResolver -> public void setAllowedLocations(@Nullable Resource... locations);1529361191;By default when a Resource is found, the path of the resolved resource is_compared to ensure it's under the input location where it was found._However sometimes that may not be the case, e.g. when_{@link org.springframework.web.servlet.resource.CssLinkResourceTransformer}_resolves public URLs of links it contains, the CSS file is the location_and the resources being resolved are css files, images, fonts and others_located in adjacent or parent directories._<p>This property allows configuring a complete list of locations under_which resources must be so that if a resource is not under the location_relative to which it was found, this list may be checked as well._<p>By default {@link ResourceHttpRequestHandler} initializes this property_to match its list of locations._@param locations the list of allowed locations_@since 4.1.2_@see ResourceHttpRequestHandler#initAllowedLocations();public void setAllowedLocations(@Nullable Resource... locations) {_		this.allowedLocations = locations__	};by,default,when,a,resource,is,found,the,path,of,the,resolved,resource,is,compared,to,ensure,it,s,under,the,input,location,where,it,was,found,however,sometimes,that,may,not,be,the,case,e,g,when,link,org,springframework,web,servlet,resource,css,link,resource,transformer,resolves,public,urls,of,links,it,contains,the,css,file,is,the,location,and,the,resources,being,resolved,are,css,files,images,fonts,and,others,located,in,adjacent,or,parent,directories,p,this,property,allows,configuring,a,complete,list,of,locations,under,which,resources,must,be,so,that,if,a,resource,is,not,under,the,location,relative,to,which,it,was,found,this,list,may,be,checked,as,well,p,by,default,link,resource,http,request,handler,initializes,this,property,to,match,its,list,of,locations,param,locations,the,list,of,allowed,locations,since,4,1,2,see,resource,http,request,handler,init,allowed,locations;public,void,set,allowed,locations,nullable,resource,locations,this,allowed,locations,locations
PathResourceResolver -> public void setAllowedLocations(@Nullable Resource... locations);1529721864;By default when a Resource is found, the path of the resolved resource is_compared to ensure it's under the input location where it was found._However sometimes that may not be the case, e.g. when_{@link org.springframework.web.servlet.resource.CssLinkResourceTransformer}_resolves public URLs of links it contains, the CSS file is the location_and the resources being resolved are css files, images, fonts and others_located in adjacent or parent directories._<p>This property allows configuring a complete list of locations under_which resources must be so that if a resource is not under the location_relative to which it was found, this list may be checked as well._<p>By default {@link ResourceHttpRequestHandler} initializes this property_to match its list of locations._@param locations the list of allowed locations_@since 4.1.2_@see ResourceHttpRequestHandler#initAllowedLocations();public void setAllowedLocations(@Nullable Resource... locations) {_		this.allowedLocations = locations__	};by,default,when,a,resource,is,found,the,path,of,the,resolved,resource,is,compared,to,ensure,it,s,under,the,input,location,where,it,was,found,however,sometimes,that,may,not,be,the,case,e,g,when,link,org,springframework,web,servlet,resource,css,link,resource,transformer,resolves,public,urls,of,links,it,contains,the,css,file,is,the,location,and,the,resources,being,resolved,are,css,files,images,fonts,and,others,located,in,adjacent,or,parent,directories,p,this,property,allows,configuring,a,complete,list,of,locations,under,which,resources,must,be,so,that,if,a,resource,is,not,under,the,location,relative,to,which,it,was,found,this,list,may,be,checked,as,well,p,by,default,link,resource,http,request,handler,initializes,this,property,to,match,its,list,of,locations,param,locations,the,list,of,allowed,locations,since,4,1,2,see,resource,http,request,handler,init,allowed,locations;public,void,set,allowed,locations,nullable,resource,locations,this,allowed,locations,locations
PathResourceResolver -> public void setAllowedLocations(@Nullable Resource... locations);1529948549;By default when a Resource is found, the path of the resolved resource is_compared to ensure it's under the input location where it was found._However sometimes that may not be the case, e.g. when_{@link org.springframework.web.servlet.resource.CssLinkResourceTransformer}_resolves public URLs of links it contains, the CSS file is the location_and the resources being resolved are css files, images, fonts and others_located in adjacent or parent directories._<p>This property allows configuring a complete list of locations under_which resources must be so that if a resource is not under the location_relative to which it was found, this list may be checked as well._<p>By default {@link ResourceHttpRequestHandler} initializes this property_to match its list of locations._@param locations the list of allowed locations_@since 4.1.2_@see ResourceHttpRequestHandler#initAllowedLocations();public void setAllowedLocations(@Nullable Resource... locations) {_		this.allowedLocations = locations__	};by,default,when,a,resource,is,found,the,path,of,the,resolved,resource,is,compared,to,ensure,it,s,under,the,input,location,where,it,was,found,however,sometimes,that,may,not,be,the,case,e,g,when,link,org,springframework,web,servlet,resource,css,link,resource,transformer,resolves,public,urls,of,links,it,contains,the,css,file,is,the,location,and,the,resources,being,resolved,are,css,files,images,fonts,and,others,located,in,adjacent,or,parent,directories,p,this,property,allows,configuring,a,complete,list,of,locations,under,which,resources,must,be,so,that,if,a,resource,is,not,under,the,location,relative,to,which,it,was,found,this,list,may,be,checked,as,well,p,by,default,link,resource,http,request,handler,initializes,this,property,to,match,its,list,of,locations,param,locations,the,list,of,allowed,locations,since,4,1,2,see,resource,http,request,handler,init,allowed,locations;public,void,set,allowed,locations,nullable,resource,locations,this,allowed,locations,locations
